D,AB,TB
1.9782397747039795,126.48725891113281,177.49134826660156
2.219014883041382,133.98159790039062,213.77462768554688
2.0696287155151367,130.48805236816406,152.77540588378906
2.007756233215332,126.9302978515625,157.683349609375
2.128976821899414,133.80226135253906,174.14422607421875
2.1631741523742676,135.7797088623047,180.8299102783203
2.1139791011810303,135.96717834472656,174.755615234375
1.9766346216201782,133.2144775390625,167.17727661132812
2.1689116954803467,118.80010223388672,170.96070861816406
2.317575693130493,110.28297424316406,208.99388122558594
2.1116912364959717,121.37359619140625,189.6648406982422
2.119539976119995,119.38621520996094,189.42530822753906
2.0439751148223877,125.83918762207031,191.36244201660156
2.043840169906616,126.34911346435547,192.56277465820312
2.068075656890869,115.24038696289062,189.6476593017578
2.043828248977661,122.37890625,156.12826538085938
2.0616097450256348,119.4476318359375,160.28643798828125
2.1284642219543457,120.82569122314453,157.7395782470703
2.1488595008850098,119.6094970703125,157.8212127685547
2.06192684173584,117.42442321777344,157.8417510986328
2.1395933628082275,116.68382263183594,156.94204711914062
2.001098394393921,100.24382019042969,179.63417053222656
2.019819974899292,101.90032196044922,177.306884765625
2.0837671756744385,130.00282287597656,195.88385009765625
2.122342109680176,131.8998565673828,182.35816955566406
2.062201499938965,128.9678497314453,175.313232421875
2.114138126373291,128.30789184570312,183.5106658935547
2.0394866466522217,123.997314453125,163.6572723388672
2.1087799072265625,120.80894470214844,187.1847381591797
2.647869110107422,127.64965057373047,178.90121459960938
1.991406798362732,118.2274169921875,160.279541015625
1.956589698791504,117.77066802978516,199.65072631835938
2.1033477783203125,126.82752990722656,198.242431640625
2.07155704498291,122.21593475341797,180.36099243164062
2.057875394821167,126.14815521240234,165.0774688720703
2.058011531829834,127.03809356689453,166.76963806152344
2.0580666065216064,123.46012115478516,195.40994262695312
2.0894205570220947,120.4180679321289,176.76995849609375
2.040222406387329,125.93370056152344,195.62548828125
2.0809826850891113,120.32781219482422,184.41392517089844
2.042576551437378,128.00167846679688,165.44781494140625
2.027238607406616,127.07563018798828,167.4736785888672
2.0935113430023193,125.84418487548828,197.04075622558594
2.073542356491089,122.80742645263672,178.63426208496094
2.067831516265869,109.40541076660156,177.12669372558594
1.9809244871139526,115.69212341308594,170.6302490234375
1.9225776195526123,118.4103012084961,178.3075408935547
2.1283342838287354,98.15973663330078,172.53919982910156
2.125277519226074,124.45771026611328,199.47494506835938
1.8500654697418213,101.37992858886719,181.16078186035156
2.2151095867156982,138.70057678222656,177.84278869628906
1.8869351148605347,105.74335479736328,174.34815979003906
1.981732726097107,127.09362030029297,165.65521240234375
1.9962685108184814,122.71369171142578,185.89125061035156
2.021070718765259,129.3851776123047,185.0076141357422
2.3706326484680176,123.4766616821289,213.82640075683594
2.245356559753418,140.6534881591797,168.19671630859375
2.234783172607422,145.26768493652344,189.44992065429688
2.2505393028259277,128.8873291015625,207.85592651367188
2.3040547370910645,145.6895294189453,174.84280395507812
2.3155577182769775,126.26815032958984,210.41603088378906
2.1530284881591797,106.68644714355469,178.69944763183594
2.0195534229278564,121.17333221435547,180.03956604003906
2.0234079360961914,154.5402374267578,180.52040100097656
2.031561851501465,137.48272705078125,180.54104614257812
2.0178380012512207,123.14881896972656,179.86294555664062
2.0235064029693604,127.04901885986328,179.99998474121094
2.0198354721069336,121.74470520019531,180.38206481933594
2.0424275398254395,145.3006591796875,179.13294982910156
2.0332772731781006,137.02024841308594,178.57962036132812
2.0139694213867188,124.54962158203125,180.10467529296875
2.022948980331421,93.73136901855469,167.85671997070312
2.031437397003174,134.1557159423828,179.99998474121094
2.0098249912261963,118.57422637939453,180.19979858398438
1.7953312397003174,112.69256591796875,174.34158325195312
2.05118989944458,129.97958374023438,186.25582885742188
2.237635612487793,141.85214233398438,146.6750946044922
2.069361686706543,133.3417510986328,172.7242889404297
2.013510227203369,126.30323028564453,183.08978271484375
2.1103768348693848,133.95193481445312,168.32235717773438
1.9844290018081665,118.77499389648438,172.96385192871094
2.1168010234832764,118.972412109375,192.487548828125
2.07942271232605,127.76577758789062,193.81500244140625
2.072321653366089,122.11669158935547,186.8756103515625
2.0746283531188965,125.51790618896484,187.64540100097656
2.1065638065338135,116.65914154052734,196.43966674804688
2.0581860542297363,126.7706069946289,187.79576110839844
2.068057060241699,121.20004272460938,189.82174682617188
2.07637882232666,126.19740295410156,185.2696533203125
2.124985933303833,113.26546478271484,199.01670837402344
2.2481849193573,102.00556182861328,155.34625244140625
2.247277021408081,112.02053833007812,209.14620971679688
2.1821277141571045,104.91337585449219,161.4071502685547
2.0796666145324707,109.69679260253906,200.17483520507812
2.215240716934204,104.09432220458984,158.69668579101562
2.0878260135650635,107.13480377197266,200.75437927246094
2.198516368865967,95.09783935546875,161.54661560058594
1.997717022895813,132.43600463867188,185.68710327148438
1.995734691619873,123.35536193847656,181.8599395751953
2.9781882762908936,144.94998168945312,0.6702720522880554
1.9825431108474731,126.7293930053711,167.9916229248047
2.008655071258545,123.8634033203125,186.0062255859375
2.00998592376709,126.65872955322266,162.56671142578125
2.024909496307373,129.4383087158203,182.08290100097656
2.032257318496704,124.9419174194336,185.43772888183594
2.0991337299346924,130.77870178222656,178.25999450683594
2.1453778743743896,132.50521850585938,176.85720825195312
2.113600969314575,113.13999938964844,172.05862426757812
2.128338575363159,125.86092376708984,187.49440002441406
2.1410112380981445,125.40074157714844,187.9075469970703
2.1282246112823486,126.97649383544922,188.69677734375
2.0248305797576904,125.50347137451172,167.5312957763672
2.0808396339416504,124.57608032226562,163.2203826904297
2.1914451122283936,133.49002075195312,176.3585662841797
2.193513870239258,117.31341552734375,158.82061767578125
2.2952053546905518,133.7314453125,163.1556396484375
2.293916702270508,123.46865844726562,201.81846618652344
2.3114309310913086,133.70741271972656,169.1803741455078
2.269653797149658,125.51980590820312,201.30662536621094
2.2026453018188477,134.22357177734375,180.61959838867188
2.2114219665527344,116.22797393798828,160.1488494873047
2.132328748703003,127.3416748046875,200.77256774902344
1.8768517971038818,131.0298614501953,185.45957946777344
2.2737953662872314,132.6970977783203,161.88851928710938
2.2138376235961914,118.44255828857422,168.02442932128906
2.2390003204345703,132.535400390625,156.60598754882812
2.189603567123413,109.62641906738281,173.749755859375
2.00758957862854,124.02096557617188,190.074462890625
2.142989158630371,120.4924087524414,174.42626953125
2.0471761226654053,124.88636016845703,191.35971069335938
2.131655216217041,121.74485778808594,183.33160400390625
2.0482916831970215,129.12623596191406,193.54347229003906
2.090178966522217,126.71434020996094,187.86399841308594
2.3057594299316406,128.3250274658203,205.41229248046875
2.2953405380249023,123.15862274169922,159.76516723632812
2.239396572113037,108.2752914428711,196.06553649902344
2.226304769515991,127.66605377197266,195.26495361328125
2.3468363285064697,125.15412902832031,150.25938415527344
2.2670257091522217,112.87975311279297,196.11021423339844
2.3126728534698486,129.80104064941406,195.97003173828125
2.2749123573303223,117.45325469970703,162.4376983642578
2.2865872383117676,109.28813934326172,194.2619171142578
2.312208890914917,129.03103637695312,203.3472137451172
2.384866714477539,133.3284912109375,150.06997680664062
2.2116923332214355,119.91302490234375,197.40769958496094
2.028132438659668,123.43317413330078,182.48072814941406
2.123232364654541,126.04466247558594,176.2305908203125
2.144444465637207,136.52749633789062,179.61488342285156
2.009244918823242,119.92149353027344,178.22933959960938
2.3120534420013428,82.24943542480469,99.89427947998047
2.3901989459991455,84.43130493164062,100.69662475585938
2.884469509124756,110.3223648071289,231.3452606201172
2.3360140323638916,94.44690704345703,128.34527587890625
2.9152228832244873,111.34705352783203,227.7904815673828
2.3943722248077393,96.05320739746094,130.77978515625
2.317317247390747,115.41891479492188,208.04685974121094
2.1927707195281982,126.93318939208984,182.7277069091797
2.3045663833618164,123.59835052490234,194.8070526123047
2.1373093128204346,128.3923797607422,178.4887237548828
2.2566349506378174,129.70570373535156,175.01107788085938
2.154306650161743,125.63578033447266,173.37948608398438
2.4084038734436035,133.9139862060547,168.1365203857422
2.122299909591675,124.49418640136719,171.78114318847656
2.1217682361602783,123.11341857910156,173.38002014160156
1.8321685791015625,128.8662567138672,182.82716369628906
2.098705530166626,131.93994140625,179.16000366210938
2.0768237113952637,121.06432342529297,185.88519287109375
2.2173409461975098,134.15904235839844,168.7744903564453
2.0668156147003174,130.67727661132812,187.04718017578125
2.061133623123169,128.2755126953125,192.12342834472656
2.0877106189727783,128.84585571289062,180.81300354003906
2.088019371032715,126.50408172607422,148.48245239257812
2.029561758041382,131.94187927246094,188.03445434570312
2.0752506256103516,125.66899108886719,179.66957092285156
2.0637059211730957,127.68917083740234,146.95654296875
2.0933406352996826,121.81159973144531,156.24571228027344
1.985878348350525,118.95136260986328,180.34434509277344
1.9956326484680176,136.2062530517578,171.01414489746094
2.0703067779541016,135.50210571289062,172.7999267578125
2.112700939178467,123.6893539428711,160.6901092529297
2.1201062202453613,142.54141235351562,196.42605590820312
2.0606367588043213,124.93006134033203,152.87387084960938
2.0284664630889893,128.7752685546875,168.19752502441406
2.0216634273529053,118.23043823242188,163.72503662109375
2.047847032546997,129.02206420898438,167.21214294433594
2.047398567199707,126.96422576904297,173.53619384765625
2.145076274871826,148.09727478027344,175.48611450195312
2.1444873809814453,124.70257568359375,157.1560821533203
2.074944257736206,133.4378204345703,171.24041748046875
2.0939090251922607,126.74349212646484,157.0699920654297
2.011476993560791,130.2369842529297,164.54855346679688
2.019652843475342,132.0647735595703,174.7944793701172
1.9958107471466064,124.53199768066406,181.78662109375
2.029332160949707,132.13111877441406,178.94056701660156
1.9935719966888428,133.94259643554688,180.2804718017578
1.9822736978530884,126.11943054199219,181.35162353515625
1.9718143939971924,127.94992065429688,190.80128479003906
2.163614511489868,127.77272033691406,196.13687133789062
2.0742337703704834,124.45454406738281,167.90476989746094
2.086670398712158,138.64561462402344,177.07008361816406
2.077482223510742,124.33074188232422,179.5902557373047
1.9657988548278809,132.03453063964844,173.06033325195312
2.040813446044922,126.78665924072266,174.90792846679688
2.1003055572509766,122.47119140625,171.58506774902344
2.475543260574341,148.81072998046875,159.80833435058594
2.734025478363037,152.57908630371094,181.69593811035156
2.598374366760254,104.76355743408203,217.05638122558594
1.9676170349121094,129.24038696289062,168.76219177246094
2.054615020751953,133.4876251220703,162.52267456054688
2.3916637897491455,114.7034683227539,212.8331298828125
1.966294765472412,154.98744201660156,133.59854125976562
2.262683868408203,123.08353424072266,175.77691650390625
2.2542359828948975,127.24063110351562,175.73764038085938
2.3352761268615723,126.25044250488281,181.47232055664062
2.2916998863220215,126.16783142089844,178.64202880859375
2.24477219581604,125.27412414550781,172.98165893554688
2.295459270477295,130.8050079345703,173.15985107421875
2.2437736988067627,124.5103759765625,168.04901123046875
2.2532947063446045,126.01193237304688,178.1788787841797
2.5960278511047363,111.39424133300781,143.63282775878906
1.8485722541809082,134.7225799560547,177.25555419921875
2.000798463821411,122.26754760742188,170.00973510742188
2.0916848182678223,129.41845703125,181.059814453125
2.1404507160186768,141.69219970703125,165.3368377685547
2.023345470428467,118.03618621826172,176.3655242919922
2.016263246536255,121.36100006103516,178.5435791015625
2.0313470363616943,123.97002410888672,170.61085510253906
2.028099536895752,113.99327850341797,178.49636840820312
2.0307679176330566,109.83673858642578,175.90313720703125
2.0307276248931885,124.76995849609375,176.2453155517578
2.0101311206817627,115.18087005615234,180.680419921875
2.015667200088501,126.867431640625,167.0963592529297
2.016272783279419,119.23570251464844,183.5878448486328
2.0293612480163574,124.10814666748047,184.76304626464844
2.0766959190368652,128.80250549316406,182.14401245117188
2.0146660804748535,108.553466796875,176.83140563964844
2.010118246078491,125.62101745605469,167.19935607910156
2.0983922481536865,138.71437072753906,174.5703887939453
2.077160596847534,131.10379028320312,184.60755920410156
2.0934152603149414,123.8260269165039,191.93223571777344
2.0275871753692627,124.71336364746094,165.9946746826172
1.99817955493927,123.42298126220703,177.1180419921875
2.6609628200531006,133.96836853027344,55.67647933959961
2.0895791053771973,125.6563949584961,171.57582092285156
2.0495290756225586,131.85601806640625,172.7325897216797
2.283599376678467,133.97308349609375,193.47427368164062
2.39141583442688,130.82131958007812,191.6553955078125
2.4057652950286865,136.4442138671875,195.31329345703125
2.2209012508392334,131.01776123046875,202.96969604492188
2.4178919792175293,141.25303649902344,179.72731018066406
2.2375736236572266,130.40240478515625,192.07191467285156
2.5888731479644775,138.9943084716797,194.1351776123047
2.744900941848755,131.40133666992188,202.45498657226562
2.1154520511627197,131.70245361328125,184.4869384765625
2.2302613258361816,115.15107727050781,182.76385498046875
2.392061710357666,138.39096069335938,196.24832153320312
2.384624481201172,138.69566345214844,177.33251953125
2.3189053535461426,138.83184814453125,180.10653686523438
2.472581148147583,130.71083068847656,192.63339233398438
2.30047869682312,128.56109619140625,196.5120391845703
2.7382664680480957,137.68417358398438,189.63302612304688
2.5423543453216553,107.4862289428711,174.41397094726562
2.2332239151000977,135.4259033203125,161.38014221191406
2.286205291748047,144.42286682128906,176.10972595214844
2.0635359287261963,128.97531127929688,162.59780883789062
2.081953763961792,128.13319396972656,164.02178955078125
1.9561151266098022,123.12190246582031,171.7781524658203
2.255420446395874,124.87244415283203,193.7456512451172
2.1408491134643555,123.42333221435547,176.53915405273438
2.175163745880127,120.57749938964844,165.2257843017578
2.0581960678100586,123.71615600585938,178.3429412841797
2.064755439758301,120.40670013427734,190.6343231201172
1.9727060794830322,117.9895248413086,186.474365234375
2.2050814628601074,119.11127471923828,155.09913635253906
2.0451571941375732,122.73869323730469,184.44430541992188
2.006495237350464,118.28238677978516,183.58758544921875
2.108698844909668,124.7588119506836,172.0855712890625
2.0917019844055176,111.32451629638672,159.43199157714844
2.0121898651123047,117.07756042480469,172.80445861816406
2.0473544597625732,124.32293701171875,192.23106384277344
2.0511767864227295,127.35181427001953,179.75933837890625
2.1103577613830566,117.16804504394531,157.39068603515625
1.967381238937378,116.7479019165039,179.73904418945312
2.09277606010437,128.5736541748047,187.74964904785156
2.039686679840088,124.35246276855469,162.07093811035156
1.9992523193359375,129.36334228515625,184.29928588867188
2.062725782394409,124.40241241455078,184.10513305664062
2.2093939781188965,134.56431579589844,182.6484832763672
2.258864641189575,137.61647033691406,200.73416137695312
2.259730339050293,134.55979919433594,182.92369079589844
2.2199184894561768,133.00125122070312,201.53732299804688
2.173276424407959,124.9087905883789,179.8519744873047
2.294511556625366,138.04588317871094,199.4835205078125
2.249861478805542,128.94065856933594,177.87844848632812
2.2937545776367188,134.47293090820312,215.3170623779297
2.1183807849884033,126.8084487915039,170.1140594482422
2.103323459625244,124.69316101074219,170.86532592773438
2.089068651199341,134.56878662109375,167.17320251464844
2.1029505729675293,135.74087524414062,179.77272033691406
2.121079444885254,135.511962890625,174.744873046875
2.147341728210449,134.32858276367188,177.1268310546875
2.024392604827881,128.34169006347656,185.2269287109375
2.0834591388702393,132.60079956054688,162.0923614501953
2.0355818271636963,126.03839874267578,190.83596801757812
2.030315637588501,126.58889770507812,162.3505859375
2.345104455947876,112.75032043457031,182.21347045898438
2.06166410446167,125.4600830078125,203.73095703125
2.045750379562378,117.54520416259766,191.6902313232422
2.0327653884887695,104.57266235351562,199.5436248779297
2.1067566871643066,120.51228332519531,174.26393127441406
2.1971633434295654,129.9441375732422,205.95457458496094
2.1112990379333496,123.01058959960938,167.13352966308594
1.928146243095398,129.96302795410156,176.69784545898438
2.1139519214630127,127.08068084716797,177.56289672851562
2.0070011615753174,128.97059631347656,179.53944396972656
2.128323554992676,130.5431365966797,181.99644470214844
2.2430920600891113,124.32291412353516,166.25460815429688
2.216923236846924,123.43758392333984,163.29637145996094
2.1137592792510986,125.15701293945312,175.76718139648438
2.095561981201172,126.69220733642578,164.0738525390625
2.1657521724700928,124.9249496459961,171.06707763671875
2.1683878898620605,122.10467529296875,172.75650024414062
2.1939148902893066,131.1734619140625,159.14480590820312
2.111083507537842,121.67276000976562,172.1485595703125
2.1998291015625,125.97547912597656,168.23431396484375
2.2008743286132812,127.07867431640625,168.72044372558594
1.9081876277923584,125.61588287353516,162.15040588378906
1.972030758857727,125.65789794921875,159.5491485595703
1.9620740413665771,126.35016632080078,160.59852600097656
1.9921846389770508,122.6854019165039,160.17369079589844
1.9855154752731323,123.840576171875,159.9939727783203
2.246337652206421,117.2674789428711,208.79360961914062
2.5487279891967773,121.52103424072266,178.70455932617188
2.2716846466064453,115.75050354003906,198.57308959960938
2.060262680053711,150.80735778808594,174.6893768310547
2.115567922592163,110.66521453857422,210.11366271972656
2.672428846359253,132.38645935058594,206.90672302246094
1.8910114765167236,133.76747131347656,161.00071716308594
2.2336156368255615,103.25955200195312,193.00367736816406
2.0855872631073,122.33380889892578,193.87229919433594
1.965114712715149,113.1986083984375,178.53073120117188
2.3282036781311035,133.0253448486328,151.29884338378906
2.353578567504883,130.27244567871094,180.9542999267578
2.348233938217163,121.83191680908203,174.84925842285156
2.4381346702575684,138.1697540283203,139.4916229248047
2.404655933380127,147.98989868164062,188.32273864746094
2.2780535221099854,137.55059814453125,181.52366638183594
2.100149631500244,123.7252426147461,188.5932159423828
2.1807117462158203,131.19602966308594,151.01576232910156
2.10152530670166,124.59058380126953,189.5605926513672
2.068267822265625,122.0895767211914,184.33937072753906
2.254528045654297,132.60003662109375,191.09304809570312
2.267468214035034,107.43638610839844,179.32333374023438
2.1145124435424805,128.3077850341797,184.2202606201172
2.10408878326416,132.28907775878906,193.9720916748047
2.177332878112793,145.47845458984375,176.37442016601562
2.9777324199676514,48.275150299072266,171.502197265625
2.084883213043213,131.7284698486328,187.11219787597656
2.0723257064819336,121.34654998779297,198.5660400390625
2.07745623588562,137.96678161621094,188.47291564941406
2.0718650817871094,108.3460693359375,208.14154052734375
2.133327007293701,111.73681640625,190.5078125
2.635115623474121,115.70462036132812,191.46974182128906
2.3033008575439453,117.97936248779297,178.22259521484375
2.23830246925354,116.1075210571289,177.9470977783203
2.903151750564575,62.118919372558594,206.00453186035156
2.664618492126465,74.49021911621094,207.66282653808594
2.196925640106201,81.73931121826172,204.5824737548828
2.8067028522491455,76.80423736572266,211.2808380126953
2.058439016342163,127.4248275756836,184.16160583496094
2.0750412940979004,121.83673858642578,172.30284118652344
2.1408426761627197,124.81829071044922,189.96316528320312
2.0686068534851074,119.138427734375,190.99942016601562
2.045779228210449,121.05376434326172,193.8422088623047
2.0441250801086426,122.902099609375,159.60955810546875
2.21586537361145,130.22010803222656,154.93600463867188
2.0164926052093506,131.25340270996094,182.27676391601562
2.070871591567993,126.54851531982422,198.34103393554688
2.045754909515381,122.86824798583984,165.05514526367188
2.0342845916748047,130.4068603515625,181.7664794921875
2.0736026763916016,125.82584381103516,196.77243041992188
1.997724175453186,122.90630340576172,165.06243896484375
2.087315320968628,117.4967269897461,174.90252685546875
2.1740617752075195,130.7880859375,177.21934509277344
2.15932035446167,131.93714904785156,173.2860107421875
1.95785391330719,128.65342712402344,171.709716796875
2.208220958709717,105.22575378417969,150.79669189453125
2.285834789276123,127.88043212890625,189.60011291503906
2.0765209197998047,125.14776611328125,180.52040100097656
2.115204095840454,125.84022521972656,176.43190002441406
2.035731315612793,129.00221252441406,180.64649963378906
2.0568199157714844,132.5188751220703,172.14024353027344
2.20257306098938,131.7016143798828,180.509765625
2.1206626892089844,131.39639282226562,170.18753051757812
2.1342997550964355,122.74543762207031,178.41847229003906
2.0381975173950195,128.390380859375,185.19346618652344
1.9884692430496216,130.24342346191406,175.01751708984375
2.0069475173950195,128.35952758789062,185.21849060058594
2.01202392578125,129.56968688964844,174.1107635498047
2.034734010696411,127.92859649658203,180.102783203125
1.9944884777069092,126.47173309326172,176.9844207763672
2.0076682567596436,129.2724151611328,184.86952209472656
1.996584415435791,130.27078247070312,174.43402099609375
2.0316267013549805,129.1238555908203,167.05186462402344
1.986869215965271,121.76801300048828,186.4557647705078
2.206882953643799,123.73573303222656,188.76800537109375
2.2066867351531982,130.00856018066406,171.9061279296875
2.2240450382232666,126.8004150390625,189.51071166992188
2.222374439239502,125.69627380371094,174.04713439941406
2.3049018383026123,125.30819702148438,186.4819793701172
2.301713228225708,128.21800231933594,179.81654357910156
2.0523784160614014,124.50431823730469,183.98275756835938
2.05033802986145,119.60651397705078,180.50474548339844
2.1307363510131836,124.23895263671875,165.8272705078125
1.9561066627502441,122.22399139404297,167.88389587402344
1.9610153436660767,123.87793731689453,173.92745971679688
2.02168345451355,130.90045166015625,173.92062377929688
2.0442299842834473,129.4531707763672,161.17062377929688
2.0407772064208984,135.57308959960938,160.95872497558594
2.0428872108459473,133.91683959960938,150.52134704589844
2.042450189590454,144.1829833984375,187.29188537597656
2.0292508602142334,133.3162841796875,162.05398559570312
2.034327507019043,126.98219299316406,161.1657257080078
2.038870096206665,126.89008331298828,159.64524841308594
2.0184502601623535,129.9205322265625,172.95901489257812
2.0318915843963623,128.04554748535156,165.8110809326172
2.04967999458313,125.33232879638672,156.3531951904297
2.0375468730926514,124.9617691040039,158.3588104248047
2.0332608222961426,135.21803283691406,154.09019470214844
2.0358657836914062,136.5228729248047,161.0826416015625
2.030998945236206,127.05589294433594,157.6920166015625
2.0837464332580566,123.05854797363281,162.25425720214844
2.109929323196411,125.29090118408203,187.33724975585938
2.160240650177002,121.74077606201172,170.51644897460938
2.1414871215820312,129.4393310546875,162.74806213378906
2.075529098510742,127.0213851928711,172.31460571289062
2.179877281188965,124.02749633789062,177.5417022705078
2.0026073455810547,128.24513244628906,187.46786499023438
2.0050315856933594,119.18983459472656,191.4701690673828
2.8308603763580322,138.69203186035156,203.97064208984375
2.8804256916046143,107.81497955322266,188.65399169921875
2.617762565612793,135.7163543701172,167.2015838623047
2.0964889526367188,125.08857727050781,183.0861053466797
2.0350496768951416,128.61502075195312,179.42665100097656
2.091827869415283,124.71100616455078,185.7722625732422
2.040492057800293,123.28312683105469,161.62008666992188
1.97391939163208,131.0355682373047,187.5363006591797
2.882638454437256,58.6165885925293,160.7302703857422
2.3069698810577393,130.8766632080078,189.62718200683594
2.4639620780944824,148.91563415527344,210.84841918945312
2.1331424713134766,132.5748291015625,154.0338592529297
2.1334872245788574,119.41185760498047,195.11553955078125
1.9579977989196777,131.53207397460938,192.7630615234375
2.097045421600342,123.61507415771484,181.4056854248047
1.9964638948440552,138.13821411132812,196.95294189453125
1.9748975038528442,120.3807144165039,178.48675537109375
2.1811344623565674,130.57894897460938,175.78932189941406
2.265611410140991,127.24874877929688,167.4232940673828
2.189516305923462,118.4201431274414,178.62741088867188
2.167511463165283,119.72836303710938,173.86207580566406
2.158813953399658,129.51809692382812,178.08970642089844
2.2548413276672363,126.45697784423828,163.22128295898438
2.695887565612793,96.641357421875,157.65126037597656
2.8260533809661865,105.54124450683594,148.66456604003906
2.6897294521331787,98.99091339111328,146.18112182617188
2.4728901386260986,104.71511840820312,138.78921508789062
2.9661035537719727,129.1771240234375,199.3827667236328
2.9353795051574707,123.67374420166016,144.45877075195312
2.9887750148773193,125.96226501464844,198.40415954589844
2.9123103618621826,125.01703643798828,148.0374755859375
2.2116856575012207,120.98391723632812,187.16494750976562
2.144883871078491,109.45767974853516,182.43154907226562
2.1138761043548584,118.40592956542969,189.46827697753906
2.14111065864563,123.02957153320312,186.5064697265625
2.011474370956421,121.25946044921875,165.18270874023438
2.0165510177612305,123.49919128417969,193.01248168945312
2.1694390773773193,136.90704345703125,193.1147918701172
2.203749418258667,124.0048599243164,186.53526306152344
2.275153636932373,123.35662078857422,182.71792602539062
2.201178550720215,126.05133056640625,186.3179931640625
2.2061078548431396,126.25469207763672,183.703125
2.1852216720581055,128.66796875,184.08245849609375
2.2214510440826416,128.24803161621094,180.9429473876953
2.1962039470672607,123.92324829101562,184.14768981933594
2.193169355392456,125.83566284179688,182.57565307617188
2.2514820098876953,130.31301879882812,189.3402557373047
2.1708717346191406,118.93380737304688,184.24444580078125
2.200361490249634,131.43850708007812,188.52442932128906
2.1693081855773926,123.49214172363281,182.2733154296875
2.020864248275757,129.4451904296875,175.0190887451172
1.976186990737915,128.38717651367188,192.5450439453125
1.9324803352355957,127.73896026611328,174.07142639160156
2.0595407485961914,116.33575439453125,169.78050231933594
2.0971059799194336,122.17052459716797,166.04791259765625
2.1185412406921387,133.45033264160156,142.1378631591797
2.4203972816467285,135.42953491210938,180.3274688720703
2.3928842544555664,112.19384765625,177.76910400390625
2.541252374649048,135.32069396972656,195.6477508544922
2.449432849884033,125.85955810546875,161.86746215820312
2.3346962928771973,141.52468872070312,174.55496215820312
2.249601364135742,113.6661148071289,175.5784454345703
2.421016216278076,131.20957946777344,188.36764526367188
